establishment_number,upn,surname,forename,middlenames,preferred_surname,former_surname,gender,date_of_birth,enrol_status,entry_date,nc_year_actual,termly_sessions_possible,termly_sessions_authorised,termly_sessions_unauthorised,illness_authorised,medical_authorised,religious_authorised,study_leave_authorised,traveller_authorised,holiday_authorised,excluded_authorised,other_authorised,holiday_unauthorised,late_unauthorised,other_unauthorised,unknown_unauthorised
196115,d6bded52-26c4-461b-a67b-79baac32fc10,,,,,,M,,Leaver,2013-09-03 00:00:00,9,115,,,5,,,,,,,,,,,
206738,3a09db2c-ae05-43ea-a1eb-e0165a0096d2,,,,,,F,,C,2013-09-04 00:00:00,10,116,,,,,,,,,,,,,,
239520,84a646f0-d943-4882-a295-7013a9129fdb,,,,,,F,,C,2012-09-05 00:00:00,8,91,,,13,,,,,,,,,,1,
238845,f4a5343f-68bc-4ebc-ab2c-6805f9f9ebcd,,,,,,M,,C,2012-09-06 00:00:00,10,116,,,6,1,,,,,,,,,,
152494,c53d8d5a-3733-4ea1-b96d-cf35f5c7f88d,,,,,,F,,C,2013-09-03 00:00:00,10,109,,,5,2,,,,,,,,,,
156806,52b351b4-977b-430f-ab92-1378ba8efdef,,,,,,M,,C,2016-09-01 00:00:00,10,110,,,,,,,,,,,,,,
138541,197eb570-7f76-45e6-b00f-01d8f6a550a7,,,,,,M,,C,2015-04-20 00:00:00,11,115,,,,,,,,,,,,,,
209704,11c0c388-0a81-4468-b7c9-3df90df31b34,,,,,,M,,C,2016-09-05 00:00:00,7,92,,,7,,,,,,,,,,1,
206712,6637452c-c168-4776-8e34-96bc1c25bac9,,,,,,M,,C,2012-09-05 00:00:00,10,96,,,9,,,,,,,,,,,
211330,f580ad6c-007b-4a05-9b2c-a339e06e37d6,,,,,,M,,C,2015-09-03 00:00:00,7,113,,,,,,,,,,,,,,
150215,2b44acc2-505c-4162-a2a8-97ea46846ce1,,,,,,F,,C,2013-09-05 00:00:00,7,114,,,17,,,,,,,,,,,
71435,4064972f-cb23-401b-a7e1-232078d8023a,,,,,,M,,C,2013-09-04 00:00:00,9,108,,,,3,,,,,,,,,,
195187,31e51178-a518-42f2-90c5-2e7e1bb85b52,,,,,,M,,C,2016-09-01 00:00:00,9,111,,,3,,,,,,,,,,,
214075,5d916d7b-61b7-42f1-9f69-815f057c8886,,,,,,F,,C,2016-09-05 00:00:00,7,89,,,8,,,,,,,,,,,
186379,8f50d5d3-61a5-46c8-85e5-f3abfdc2a5bf,,,,,,F,,C,2014-09-04 00:00:00,10,89,,,,1,,,,,,,,,,
220837,7a09f30a-5711-4bb8-ac6c-cf6cdeb44729,,,,,,M,,C,2016-07-11 00:00:00,Leaver,98,,,3,,,,,,,4,,,,
218528,a2d4a3d9-d5d5-453b-9f9e-e1456157dbfd,,,,,,M,,C,2013-09-02 00:00:00,11,117,,,4,2,,,,,,,,,6,
194692,515c94fe-9876-4f4a-8698-e50eb52b52a6,,,,,,F,,C,2014-09-01 00:00:00,11,117,,,,,,,,,,,,,,
136712,95394080-c990-41c8-ab86-f609e8dae0ad,,,,,,M,,C,2015-09-01 00:00:00,7,99,,,12,,,,,,,,,,,
207654,36b6efa9-e721-4fa6-a77d-a335e9830163,,,,,,M,,C,2016-09-05 00:00:00,7,98,,,8,3,,,,,,,,,,
193249,a5c36304-885f-4270-a658-2fc6f51146bf,,,,,,M,,C,2015-09-03 00:00:00,9,105,,,2,3,,,,,,1,,,,
211152,808fc1ca-120d-4938-86f4-102abcd885ab,,,,,,F,,C,2012-09-06 00:00:00,9,114,,,2,2,,,,,,,,,,
144776,81cc86a8-fbd0-4a6f-bc18-65464de829db,,,,,,F,,Leaver,2014-09-01 00:00:00,9,95,,,1,,,,,,,1,,,,
179678,f7ab5e72-2f52-42b3-bfbe-cb7e9382117e,,,,,,F,,C,2014-09-03 00:00:00,8,116,,,7,,,,,,,,,,,
188644,dee1a7e7-51e6-4940-988b-e083caba106a,,,,,,M,,C,2014-09-01 00:00:00,9,118,,,,2,,,,,,,,,,
199433,9189c0bd-7e84-429d-be82-9f0b619dd517,,,,,,F,,Leaver,2014-09-03 00:00:00,9,101,,,,,,,,,,,,,7,
253387,6175c95a-7294-4207-a6b3-adcd88d76bdb,,,,,,M,,C,2012-09-04 00:00:00,10,115,,,,,,,,,,,,,,
200020,898aed97-dd97-4b79-a89e-bf03d61daf13,,,,,,M,,C,2016-09-05 00:00:00,8,93,,,5,,,,,,,3,,,,
208039,b281f221-f7a5-46e8-aeb9-321f81534a21,,,,,,F,,C,2012-09-06 00:00:00,7,105,,,,,,,,,,,,,,
149706,ebb1eb52-c2f4-47b9-9656-ab4d9ae25540,,,,,,M,,C,2014-09-04 00:00:00,10,103,,,,3,,,,,,,,1,11,
234529,6d038396-9a1b-445b-b312-9509838d4b1f,,,,,,F,,C,2013-09-05 00:00:00,Leaver,112,,,4,,,,,,,,,,,
181230,34dc4f03-e9be-4cd8-a21c-55d413ac3d7a,,,,,,M,,M,2012-09-01 00:00:00,Leaver,107,,,,,,,,,,3,,,,
245193,049f807e-5a24-49f4-970e-40e229d2a7e0,,,,,,F,,C,2015-09-03 00:00:00,7,105,,,4,,,,,,,,,,,
176357,9751e5fa-37ca-4063-b9dd-7a0a159a0425,,,,,,M,,C,2016-09-05 00:00:00,7,109,,,6,,,,,,,5,,,3,
212822,fb7a25d8-ff35-4ff2-877a-7de4260838fb,,,,,,F,,C,2016-09-05 00:00:00,7,110,,,,,,,,,,,,,,
162889,0b194ad8-f0c1-4f18-9391-593941dd8642,,,,,,F,,C,2016-09-05 00:00:00,7,107,,,9,3,,,,,,,,,,
181122,1f12fd1d-b639-4b6f-94d9-f416c3d6ca41,,,,,,M,,C,2014-09-04 00:00:00,8,93,,,7,3,,,,,,,,,,
167048,0f523b71-6ec7-4774-b9a5-95c02748049e,,,,,,M,,C,2015-09-03 00:00:00,7,108,,,,3,,,,,,,,,,
229753,b2a0a6f6-2f0b-4a1f-b15a-860bb40b1330,,,,,,M,,C,2015-09-04 00:00:00,8,114,,,10,1,,,,,,,,,,
194771,f7fcc596-4253-44f6-882e-c8950a470c5a,,,,,,M,,C,2013-09-04 00:00:00,9,112,,,,,,,,,,,,,3,
172769,bb51c487-dc05-4f72-902f-b7339bcd90a6,,,,,,M,,C,2013-09-04 00:00:00,11,109,,,1,,,,,,,,,,,
171541,fab21840-5c8f-43c0-ae19-912e907d768b,,,,,,M,,C,2014-09-03 00:00:00,9,99,,,2,,,,,,,,,,,
206219,19b8e7a3-2f73-429d-8909-f1fed773b1f0,,,,,,M,,C,2014-09-04 00:00:00,10,104,,,,2,,,,,,,,,,
173360,27e63ef0-ceba-4711-acf0-35b94cd9203a,,,,,,F,,C,2013-09-03 00:00:00,7,104,,,,2,,,,,,,,,,
204318,828198ef-676b-4382-82d6-f2e1e65111a0,,,,,,F,,C,2012-09-06 00:00:00,9,113,,,,,,,,,,,,,,
177586,d48e073a-ffe9-4943-9cfb-ab93addbea63,,,,,,F,,C,2015-09-03 00:00:00,8,109,,,1,,,,,,,,,,,
169450,ee4995cc-20d6-48f2-8cbf-9bbc72724ca0,,,,,,M,,C,2016-09-05 00:00:00,9,116,,,,1,,,,,,,,,,
176701,904b3863-9ea7-4acb-895a-a2981321afd0,,,,,,M,,C,2016-09-05 00:00:00,9,116,,,6,1,,,,,,,,,,
244835,85121443-f4a8-4a30-90a5-7751bdc5a9ae,,,,,,F,,C,2016-09-05 00:00:00,8,102,,,9,,,,,,,,,,,
250199,2adaf404-bfc1-4152-9545-cc465bb58c08,,,,,,F,,C,2012-09-04 00:00:00,10,108,,,1,,,,,,,,,,,
237690,f45ac66e-beb9-44e3-8574-d0eb956edc5b,,,,,,F,,C,2016-09-01 00:00:00,7,106,,,,,,,,,,,,,,
156781,8d173c13-1447-43ec-a813-cffa2e490a0e,,,,,,F,,C,2012-09-06 00:00:00,10,84,,,,,,,,,,6,,,,
187616,57182d93-2b00-4d8c-a827-2142547be1ee,,,,,,M,,C,2016-09-05 00:00:00,8,112,,,,,,,,,,,,,,
190621,d063912c-65fc-499e-8e56-bce9b2e991b8,,,,,,M,,C,2014-10-08 00:00:00,11,95,,,2,,,,,,,,,,,
233970,0eb04760-433a-4e5e-8eb2-15294f60f3c2,,,,,,M,,C,2013-09-03 00:00:00,11,106,,,,2,,,,,,,,,23,
225489,a43508db-9168-415d-968e-1d6655dd7ecd,,,,,,F,,C,2014-09-02 00:00:00,10,104,,,2,1,,,,,,,,,,
207033,09418058-de6b-4c63-8551-c235cca7ef52,,,,,,M,,C,2013-09-02 00:00:00,11,93,,,3,2,,,,,,,,,,
158203,7f6f14d4-d842-4897-8f52-59955046eb5c,,,,,,M,,C,2015-09-03 00:00:00,7,108,,,,,,,,,,,,,,
198373,517e3582-3f4e-4b59-8e6e-2dc0f8ff47cf,,,,,,F,,C,2016-09-05 00:00:00,9,87,,,5,,,,,,,,,,,
148931,6a080803-009a-40d0-b2a8-3f2d2c08e03b,,,,,,M,,C,2014-09-04 00:00:00,9,112,,,9,,,,,,,,,,6,
185119,51075520-83c2-4de9-8150-366dabdbeba2,,,,,,F,,C,2014-09-03 00:00:00,9,106,,,,2,,,,,,,,,,
249300,ac21807a-8fc5-4bc7-aecd-0b7a48027425,,,,,,M,,Leaver,2015-09-07 00:00:00,Leaver,103,,,,,,,,,,,,,,
207752,69e85dfc-de08-4b7a-a8d9-f25ecceea10a,,,,,,F,,Leaver,2016-09-01 00:00:00,9,104,,,4,2,,,,,,,,,,
160357,ca8a100a-b66a-4536-8edf-48aaf382ac4d,,,,,,F,,C,2014-09-01 00:00:00,10,109,,,,1,,,,,,,,,,
223790,7fa1a6cb-1f0c-4595-84e3-47bb289b8c70,,,,,,F,,C,2014-09-04 00:00:00,7,112,,,,2,,,,,,,,,,
174616,7f492581-31e0-4600-9e97-32278d06fb37,,,,,,M,,C,2014-09-05 00:00:00,10,93,,,,,,,,,,,,,,
220761,ce6af88b-4a11-44e5-8889-ec724d1cf034,,,,,,M,,C,2012-09-06 00:00:00,10,108,,,2,1,,,,,,,,,,
151943,9f6d9244-f77d-429a-973e-90c885d30d14,,,,,,F,,C,2013-09-05 00:00:00,8,116,,,,,,,,,,,,,,
156219,850887e7-f867-4c14-b75a-c238f3eb1e33,,,,,,M,,C,2015-05-12 00:00:00,Leaver,108,,,7,2,,,,,,,,,,
160328,e16259d8-d7a6-429a-9099-5835e51d1c07,,,,,,F,,C,2013-11-05 00:00:00,7,116,,,,1,,,,,,,,,,
188789,4135041e-2510-4a5d-9428-b8cc72aceebb,,,,,,F,,C,2016-09-05 00:00:00,7,116,,,,,,,,,,,,,,
122083,976ca409-2451-468a-aa4a-c7f6f2cac6e9,,,,,,M,,C,2015-09-03 00:00:00,7,109,,,7,,,,,,,,,,,
176345,60cb8a33-0925-438a-83f0-cf508bd1dee2,,,,,,F,,C,2012-09-06 00:00:00,9,111,,,2,2,,,,,,,,,3,
140955,275509b5-9f6a-49d5-8429-e80c6f23a162,,,,,,M,,C,2012-09-04 00:00:00,9,111,,,,,,,,,,,,,,
164748,9a0f2bfc-c17d-4368-9c1a-40d758532c7e,,,,,,M,,C,2016-09-05 00:00:00,9,117,,,4,,,,,,,,,,6,
204873,f82d8536-f8d4-4772-ba13-ec0fb67049d9,,,,,,F,,C,2012-09-05 00:00:00,10,117,,,,1,,,,,,,,,7,
180359,ce6203ad-0f89-4fe8-ac29-ef8be9e04034,,,,,,F,,C,2012-09-06 00:00:00,Leaver,94,,,,,,,,,,3,,,,
148225,e9605068-4b5b-40e5-a1aa-6c68c5d101c9,,,,,,M,,C,2013-09-25 00:00:00,Leaver,118,,,,,,,,,,,,,,
241950,8a2a312e-e541-4c95-95be-866fd444ca79,,,,,,F,,C,2015-09-03 00:00:00,8,115,,,4,,,,,,,,,,,
167174,284b8305-61a1-4a69-84b5-2e0213900641,,,,,,M,,C,2013-05-23 00:00:00,7,117,,,8,,,,,,,,,,,
191170,39645d0c-3e57-4861-94a9-f18460eb40f5,,,,,,F,,C,2014-09-04 00:00:00,11,107,,,2,,,,,,,3,,,6,
193765,220efbb7-be1e-400e-befd-a4dcfc6cf456,,,,,,M,,C,2014-01-23 00:00:00,7,106,,,,,,,,,,,,,,
178583,66d88e14-71a3-40ec-a1aa-2aa14cc8f114,,,,,,F,,C,2014-09-03 00:00:00,11,115,,,2,,,,,,,,,,2,
249037,da90998e-f1f4-4824-966e-81d8f8e5b6ff,,,,,,F,,C,2015-09-03 00:00:00,11,107,,,5,,,,,,,,,,,
257411,f40d27e7-b46a-4e2e-a45b-224b42cff8da,,,,,,M,,C,2012-09-06 00:00:00,10,115,,,3,,,,,,,,,,,
188681,bf3fffc8-5eef-41da-8d83-33e4dc833c62,,,,,,F,,C,2013-09-03 00:00:00,10,89,,,8,,,,,,,,,,5,
